Name	Set	Imagefile	Color	Rarity	Cost	Class	Type	Range	Attack	Support	Skill#1	Skill#2	Skill#3	Skill#4	
Dorothea, Singing Witch	AD01	AD01-056	Brown	CustomsAG	3(2)	Dark Flier	Female/Tome/Flier/Beast	1-2	40	30	Agnea's Arrow |ACT| [Once Per Turn] [Flip 1 Bond face-down] If you have used a [CP] skill in this turn, then until the end of the turn, this unit gains +40 attack.	Canto |AUTO| When this unit's attack ends, you may move this unit.	-	-
Ferdinand, First-Class Horseman	AD01	AD01-057	Brown	CustomsAG	1	Soldier	Male/Lance	1	40	10	Superior Horsemanship |CONT| During your turn, if this unit is in combat with a non-<Beast> enemy, this unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.
Ferdinand, Noblesse Oblige	AD01	AD01-058	Brown	CustomsAG	3(2)	Paladin	Male/Lance/Beast	1	70	10	Leadership by Example |AUTO| [Flip 1 Bond face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Choose 1 ally with a Deployment Cost of 1 or lower. Until the end of the turn, that ally gains +20 attack.	A Most Noble Effort |AUTO| [Once Per Turn] [Send 1 card from your hand to the Retreat Area] At the end of your turn, you may pay the cost and if you do: Choose up to 1 card with a Deployment Cost of 1 or less from your Retreat and deploy it.	-	-
Ferdinand, Shield for the Weak	AD01	AD01-059	Brown	CustomsAG	5(3)	Great Knight	Male/Lance/Beast/Armor	1	70	10	Glorious Ochain Shield |CONT| During your turn, this unit gains +10 attack for each of your Cost 2 or lower allies. During your opponent’s turn, this unit gains +10 attack for each Cost 2 or lower enemy.	Class Superiority |ACT| [Flip 2 Bonds face-down] Until the end of your opponent's next turn, enemies have their Deployment cost reduced by 2. Then, draw 1 card for every 2 enemies with a Deployment Cost 2 or lower.	[CP] Rally the Commoners |HAND| |ACT| [Send this card from your hand to the Retreat Area] - If you control a Leveled-Up Ferdinand, Choose up to 1 Brown unit with Deployment Cost of 2 or lower from your Retreat Area and deploy them. Until the end of the turn, that unit gains +20 attack. You may only use 1 "Rally the Commoners” per turn.	-
Linhardt, Crest Prodigy	AD01	AD01-060	Brown	CustomsAG	1	Monk	Male/Tome	1-2	30	20	"Fascinating!" |AUTO| [Once Per Turn] When you use a [CP], until the end of your opponent's next turn, this unit gains +10 attack.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.
Linhardt, Extraordinary Scholar	AD01	AD01-061	Brown	CustomsAG	4(3)	Bishop	Male/Tome	1-2	60	20	Crestology Research |ACT| [Once Per Turn] [Flip 1 <Brown> Bond face-down] Choose 1 card with a [CP] skill from your Retreat Area, and place it on top of your Deck. Until the end of the turn, this unit gains +20 attack.	Minor Crest of Cethleann |AUTO| At the end of your turn, if you have used a [CP] from your hand 1 or more times in this turn, draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.	[CP] Crestology Eureka |HAND| |ACT| [Tap an allied "Linhardt", Send this card from your hand to the Retreat Area] Draw 2 cards.	-
Caspar, Ally of Justice	AD01	AD01-062	Brown	CustomsAG	4(2)	War Master	Male/Brawl	1	70	10	Bombardment of Justice! |ACT| [Once Per Turn] [Flip 1 Bond face-down, Discard 1card] Untap this unit. 	War Master’s Stance |CONT| During your turn, while you have 3 or less cards in hand, this unit gains +20 attack.	-	-
Annette, Cheerful Lion	AD01	AD01-063	Brown	CustomsAG	1	Mage	Female/Tome	1-2	30	20	Overachiever |ACT| [Tap this unit] Draw 1 card.  Choose 1 card from your hand and send it to the Retreat Area.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.
Annette, Inheritor of Dominic	AD01	AD01-064	Brown	CustomsAG	3(2)	Warlock	Female/Tome	1-2	30	20	Arrows of Sagittae |AUTO| [Once Per Turn] [Flip 1 Bond face-down] When this unit attacks, you may pay the cost and if you do: Your opponent's support fails.	[CP] Dominic's Safety |HAND| | AUTO| [Reveal this card from your hand] When allied Annette is attacked, you may pay the cost and if you do: Until the end of combat, allied Annette gains +10 attack. You may only use one "Dominic's Safety" per turn.	-	-
Annette, Magical Annihilator	AD01	AD01-065	Brown	CustomsAG	5(3)	Dark Knight	Female/Tome/Beast	1-2	60	20	(CCS) Crusher, the Magic Hammer |CONT| If this unit in the Front Line is in combat with a Front Line enemy, this unit gains +20 attack. This skill is only active while the number of allies is less than enemies.	Dust of Dominic |AUTO| When this unit attacks, until the end of this combat, the defending unit loses all Non-|SPEC| skills and loses any attack gained through the effect of a skill. This skill only triggers if this unit is in the Front Line.	School of Sorcery's Prodigy |ACT| [Once Per Turn] [Flip 1 Bond face-down] Draw 1 card. This skill can only be used if you have used a [CP] skill in this turn.	-
Ingrid, White-Winged Knight	AD01	AD01-066	Brown	CustomsAG	3(2)	Pegasus Knight	Female/Lance/Flier/Beast	1	50	30	Knight of Faerghus |CONT| If this unit is in the Front Line and your Main Character is <Brown>, this unit gains +10 attack.	Celerity of the Blue Lions |ACT| [Tap this unit] Choose 2 allies and move them. This skill may only be used if you have used at least 1 [CP] this turn.	[CP] Daphnel's Grace |HAND| |ACT| [Reveal this card from your hand, choose 1 of your non-Ingrid Bond cards with a [CP] and add it to your hand] Place this card in your Bond Area.  Until the end of the turn, you may not use "Daphnel's Grace."	-
Ashe, Bow-Wielding Student	AD01	AD01-067	Brown	CustomsAG	1	Myrmidon	Male/Sword	1	40	10	Blue Lion Bonds |CONT| During your turn, if you have 1 or more other <Brown> allies, this unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.
Ashe, Knight of Vindication	AD01	AD01-068	Brown	CustomsAG	4(3)	Assassin	Male/Sword	1	70	10	Cursed Ashiya Sword |AUTO| [Send 1 card from your hand to the Retreat Area] When this unit's attack destroys an enemy, you may pay the cost and if you do: Choose 1 of your opponent's Bonds and flip it face-down.	Vengeance for Christophe! |AUTO| [Once Per Turn] When an other ally is destroyed by an enemy's attack and sent to the Retreat Area, you may choose 1 non-Main Character enemy who is in the Back Line, and destroy them.	-	-
Ignatz, Acute Student	AD01	AD01-069	Brown	CustomsAG	2	Fighter	Male/Bow	2	40	10	"Could you stand right there please?" |CONT| During your turn, if you have 1 or more <Female> allies in a different area, this unit gains +20 attack.	-	-	-
Ignatz, Saintly Painter	AD01	AD01-070	Brown	CustomsAG	5(3)	Bow Knight	Male/Bow/Beast	2-3	60	20	Painting of Cethleann |AUTO| [Flip 1 Bond face-down] When this unit is Class Changed into, you may pay the cost and if you do: Choose up to 1 "Flayn" card from your Retreat Area, and deploy her.	Silvered Warding Arrow |AUTO| [Once Per Turn] When this unit destroys a <Tome> enemy, you may untap this unit.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-
Hilda, Overworked Gal	AD01	AD01-071	Brown	CustomsAG	1	Fighter	Female/Axe	1	40	10	Overworking |ACT| [Once Per Turn] Until the end of the turn, this unit gains +20 attack. This unit cannot untap until the end of your next turn.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.
Hilda, Battlefield Annihilator	AD01	AD01-072	Brown	CustomsAG	4(3)	Warrior	Female/Axe	1	70	10	Freikugel, the Magic Axe |AUTO| Each time you use a [CP] from your hand, until the end of this turn, this unit gains +30 attack.	Apocalyptic Flame |AUTO| [Once Per Turn] When this unit attacks, the following effects activate: 1) If this unit has 200 or more attack, untap this unit. 2) If this unit has 400 or more Attack, destroy all enemies.	[CP] Goneril's Supreme Might |HAND| |ACT| [Once Per Turn] [Send this card from your hand to the Retreat Area] Choose up to 1 allied Hilda. Until the end of the turn, double that unit's attack.	-
Leonie, Sauin Hunter	AD01	AD01-073	Brown	CustomsAG	1	Soldier	Female/Lance	1	40	10	Hunter's Expertise |AUTO| When a <Bow> ally is deployed, until the end of the turn, this unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.
Leonie, Mercenary Trainee	AD01	AD01-074	Brown	CustomsAG	3(2)	Cavalier	Female/Lance/Beast	1	60	10	Chase them down! |ACT| [Once Per Turn] Choose up to as many allies who are in the Back Line as you wish, and move them.	I'll show you! |AUTO| If this unit is attacking a Leveled-Up enemy, until the end of this combat, this unit gains +20 attack.	-	-
Leonie, Legacy of the Breaker	AD01	AD01-075	Brown	CustomsAG	5(4)	Paladin	Female/Lance/Beast	1	70	10	To Be Leader of Jeralt's Mercenaries |AUTO| [Once Per Turn] At the start of your Action Phase, if this unit is your Main Character, choose 1 <Brown> card with a Deployment cost of 2 or lower from your Retreat Area, and deploy it.	Legacy of the Blade Breaker |AUTO| [Flip 1 Bond face-down] When this unit attacks or is being attacked, you may pay the cost, and if you do: Until the end of this combat, this unit gains +20 attack.	Flanking Maneuver |ACT| [Once Per Turn] Choose 1 ally with a Deployment Cost of 2 or lower. Until the end of the turn, that ally gains +20 attack. This skill can only be used if the number of allies is greater than enemies.	-
Yuri, Daring Trickster	AD01	AD01-076	Brown	CustomsAG	3(2)	Trickster	Male/Sword	1	60	20	Lucky Seven |ACT| [Once Per Turn] [Tap this unit] Send the top 2 cards of your opponent's Deck to the Retreat Area. If the combined Deployment Cost of the revealed cards is 7 or higher, you may [Flip 1 bond face-down] and if you do: Draw 1 card.	Beautiful Ring of Aubin |AUTO| [Once Per Turn] If this unit is tapped by the effect or cost of a skill, you may untap this unit. If you do, then until the end of the turn, this unit gains +10 attack.	-	-
Balthus, Abyssal Brawler	AD01	AD01-077	Brown	CustomsAG	3(2)	War Monk	Male/Brawl	1	60	10	Pneuma Gale |CONT| If this unit in the Front Line, this unit acquires range 1-2.	[CP] Healing Focus |HAND| |ACT| [Send this card from your hand to the Retreat Area] Choose 1 "Balthus" with a different Title than this card from your Retreat Area, and add it to your hand. You may only use one 'Healing Focus' per turn.	-	-
Hapi, Tortured Soul	AD01	AD01-078	Brown	CustomsAG	3(2)	Valkyrie	Female/Tome/Beast	1-3	40	20	Monstrous Happenings |CONT| During your turn, if you have a <Monster> ally, this unit gains +20 attack and acquires <Monster>.	Sigh of Relief |ACT| [Tap this unit, Flip 1 Bond face-down] - Choose 1 <Monster> card with a Deployment Cost of 3 or lower from your Retreat Area and deploy it. Until the end of your next turn, you may not use "Sigh of Relief”.	-	-
Constance, Restored Noble	AD01	AD01-079	Brown	CustomsAG	4(3)	Dark Flier	Female/Tome/Flier/Beast	1-2	50	30	Banshee Θ |ACT| [Send 1 "Constance" from your hand to the Retreat Area] Choose up to 2 non-Main Character enemies. Until the end of the your opponent's next turn, those enemies cannot be untap. Until the end of the turn, this unit gains +10 attack.	One more step to restoration! |CONT| If your opponent has no untapped units, this unit gains +10 attack and acquires range 1-3.	Canto |AUTO| When this unit's attack ends, you may move this unit.	-
Catherine, Rhea's Knight	AD01	AD01-080	Brown	CustomsAG	1	Myrmidon	Female/Sword	1	40	10	One Up |AUTO| When an other ally's attack destroys an enemy, until the end of the turn, this unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.
Catherine, Thundercloud	AD01	AD01-081	Brown	CustomsAG	3(2)	Mercenary	Female/Sword	1	60	10	Thunderstrike |AUTO| When this unit is deployed or Class Changed into, until the end of the turn, this unit gains +10 attack.	[CP] Thunder's Rumble |HAND| |ACT| [Send this card from your hand to the Retreat Area] During allied "Catherine"'s next attack, if the enemy is destroyed by battle, untap allied "Catherine". You can only use one "Thunder's Rumble" per turn.	-	-
Catherine, Thunderstrike Cassandra	AD01	AD01-082	Brown	CustomsAG	5(4)	Swordmaster	Female/Sword	1	70	10	The Archbishop's Will |ACT| [Once Per Turn] Untap this unit. This skill may only be used if 2 or more [CP]s have been used from your hand in this turn.	Foudroyant |ACT| [Once Per Turn] Until the end of the turn, this unit gains +20 attack, acquires <Tome>, and she cannot be untapped. If this unit has 120 or higher Attack, choose 1 non-Main Character enemy, and move them.	[CP] Charon's War Cry |HAND| |ACT| [Flip 1 Bond face-down, Reveal this card from your hand] Until the end of the turn, all allies gain +10 attack. You may only use 1 "Charon's War Cry" per turn.	-
Shamir, Skilled Sniper	AD01	AD01-083	Brown	CustomsAG	3(2)	Archer	Female/Bow	2-3	40	20	Dagdan Independence |CONT| During your turn, if there are no allies in the same area as this unit, this unit gains +30 attack.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	-
Seteth, Right Hand of the Archbishop	AD01	AD01-084	Brown	CustomsAG	1	Noble	Male/Lance	1	40	30	"Overbearing Brother" |AUTO| When this unit is deployed, if you have no allied "Flayn", tap this unit.	-	-	|ATK SUPP| Authority Emblem: Choose 1 ally, other than your attacking unit. You may move that ally.
Seteth, Guide to Students	AD01	AD01-085	Brown	CustomsAG	4(3)	Wyvern Rider	Male/Lance/Flier/Dragon	1	60	30	Assistant of the Archbishop |CONT| If you have an allied "Rhea", "Seiros", or "Flayn", this unit gains +10 attack.	"I have something of ask of you" |ACT| [Once Per Turn] [Flip 1 Bond face-down] Choose 1 other <Brown> ally. Until the end of the turn, that ally gains +20 attack.	"Well done, you have my thanks" |AUTO| When the ally chosen by this unit's "I have something to ask of you" in this turn destroys a non-Main Character enemy with an attack, draw 1 card.	-
Flayn, Sheltered Maiden	AD01	AD01-086	Brown	CustomsAG	1	Monk	Female/Tome	1-2	30	20	"I can help too!" |CONT| If this unit is attacking your opponent's Main Character, this unit gains +10 attack.	-	-	|ATK SUPP| Holy Blood Emblem: If you have as many as or fewer Bond cards than your opponent, you may choose 1 card from your hand, and place it in the Bond Area.
Flayn, Monastery Sweethear	AD01	AD01-087	Brown	CustomsAG	3(2)	Priest	Female/Tome	1-2	50	20	Timeworn Crest Magic |AUTO| [Once Per Turn] When you use a [CP], you may reveal the top card of your Deck. If that card has a [CP], add it and this unit to your hand.	[CP] Prayer of Safety |HAND| |ACT| [Send this card from your hand to the Retreat Area] Choose 1 non-Main Character <Brown> ally that is not Leveled Up. Return it to your hand. Until the end of the your opponent's next turn, you cannot deploy cards with the same Unit Name as the returned card.	-	-
Cyril, Hard Worker	AD01	AD01-088	Brown	CustomsAG	1	Brigand	Male/Axe	1	40	10	Working for Lady Rhea |CONT| Allied "Rhea" gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.
Cyril, Defender of the Archbishop	AD01	AD01-089	Brown	CustomsAG	5(3)	Wyvern Lord	Male/Axe/Flier/Dragon	1	70	30	Courage to Protect the Archbishop |AUTO| [Flip 1 Bond face-down]  When your Main Character is targeted for an attack by a Non-Main Character enemy, you may pay the cost and if you do: This unit is attacked instead of your Main Character.	Fodlan-Style Wyvern Riding |CONT| During your turn, if this unit is in the same area as your Main Character, this unit gains +10 Attack, and acquires range 1-2. 	Protecting Maneuver |ACT| If this unit is not in the same area as your Main Character, move this unit.	-
